dteday,year,month,hr,weekday,season,weather_description,cnt,registered,casual,temp
2011-02-08,2011,February,5,Tuesday,Spring,Clear,2,2,0,0.26
2011-02-08,2011,February,6,Tuesday,Spring,Clear,39,39,0,0.26
2011-02-08,2011,February,7,Tuesday,Spring,Clear,100,97,3,0.24
2011-02-08,2011,February,8,Tuesday,Spring,Clear,243,236,7,0.24
2011-02-08,2011,February,9,Tuesday,Spring,Clear,135,128,7,0.24
2011-02-08,2011,February,10,Tuesday,Spring,Clear,48,44,4,0.22
2011-02-08,2011,February,11,Tuesday,Spring,Clear,50,49,1,0.22
2011-02-08,2011,February,12,Tuesday,Spring,Clear,65,63,2,0.24
2011-02-08,2011,February,13,Tuesday,Spring,Partly Cloudy,50,48,2,0.24
2011-02-08,2011,February,14,Tuesday,Spring,Clear,64,61,3,0.22
2011-02-08,2011,February,15,Tuesday,Spring,Clear,51,45,6,0.22
2011-02-08,2011,February,16,Tuesday,Spring,Clear,83,79,4,0.22
2011-02-08,2011,February,17,Tuesday,Spring,Clear,176,172,4,0.22
2011-02-08,2011,February,18,Tuesday,Spring,Clear,152,151,1,0.2
2011-02-08,2011,February,19,Tuesday,Spring,Clear,101,100,1,0.16
2011-02-08,2011,February,20,Tuesday,Spring,Clear,56,53,3,0.16
2011-02-08,2011,February,21,Tuesday,Spring,Clear,54,46,8,0.14
2011-02-08,2011,February,22,Tuesday,Spring,Clear,29,29,0,0.12
2011-02-08,2011,February,23,Tuesday,Spring,Clear,12,9,3,0.12
2011-02-09,2011,February,0,Wednesday,Spring,Clear,17,17,0,0.1
2011-02-09,2011,February,1,Wednesday,Spring,Clear,7,7,0,0.1
2011-02-09,2011,February,2,Wednesday,Spring,Clear,3,2,1,0.08
2011-02-09,2011,February,3,Wednesday,Spring,Clear,2,2,0,0.06
2011-02-09,2011,February,5,Wednesday,Spring,Clear,7,7,0,0.06
2011-02-09,2011,February,6,Wednesday,Spring,Clear,43,43,0,0.06
2011-02-09,2011,February,7,Wednesday,Spring,Clear,99,95,4,0.06
2011-02-09,2011,February,8,Wednesday,Spring,Clear,199,198,1,0.1
2011-02-09,2011,February,9,Wednesday,Spring,Clear,123,119,4,0.12
2011-02-09,2011,February,10,Wednesday,Spring,Clear,59,51,8,0.14
2011-02-09,2011,February,11,Wednesday,Spring,Partly Cloudy,41,40,1,0.14
2011-02-09,2011,February,12,Wednesday,Spring,Partly Cloudy,61,57,4,0.18
2011-02-09,2011,February,13,Wednesday,Spring,Clear,69,67,2,0.18
2011-02-09,2011,February,14,Wednesday,Spring,Clear,58,56,2,0.2
2011-02-09,2011,February,15,Wednesday,Spring,Partly Cloudy,64,61,3,0.2
2011-02-09,2011,February,16,Wednesday,Spring,Partly Cloudy,79,72,7,0.2
2011-02-09,2011,February,17,Wednesday,Spring,Partly Cloudy,166,157,9,0.2
2011-02-09,2011,February,18,Wednesday,Spring,Partly Cloudy,170,168,2,0.18
2011-02-09,2011,February,19,Wednesday,Spring,Light Snow/Rain,88,87,1,0.14
2011-02-09,2011,February,20,Wednesday,Spring,Light Snow/Rain,84,84,0,0.14
2011-02-09,2011,February,21,Wednesday,Spring,Partly Cloudy,83,83,0,0.14
2011-02-09,2011,February,22,Wednesday,Spring,Light Snow/Rain,46,42,4,0.16
2011-02-09,2011,February,23,Wednesday,Spring,Light Snow/Rain,37,37,0,0.16
2011-02-10,2011,February,0,Thursday,Spring,Light Snow/Rain,16,16,0,0.14
2011-02-10,2011,February,1,Thursday,Spring,Light Snow/Rain,7,7,0,0.14
2011-02-10,2011,February,2,Thursday,Spring,Light Snow/Rain,3,3,0,0.14
2011-02-10,2011,February,4,Thursday,Spring,Partly Cloudy,1,1,0,0.14
2011-02-10,2011,February,5,Thursday,Spring,Partly Cloudy,6,6,0,0.12
2011-02-10,2011,February,6,Thursday,Spring,Partly Cloudy,26,26,0,0.12
2011-02-10,2011,February,7,Thursday,Spring,Clear,99,99,0,0.1
2011-02-10,2011,February,8,Thursday,Spring,Clear,178,173,5,0.1
2011-02-10,2011,February,9,Thursday,Spring,Clear,122,121,1,0.12
2011-02-10,2011,February,10,Thursday,Spring,Clear,35,34,1,0.12
2011-02-10,2011,February,11,Thursday,Spring,Clear,45,44,1,0.14
2011-02-10,2011,February,12,Thursday,Spring,Clear,69,65,4,0.16
2011-02-10,2011,February,13,Thursday,Spring,Clear,62,59,3,0.18
2011-02-10,2011,February,14,Thursday,Spring,Clear,48,42,6,0.2
2011-02-10,2011,February,15,Thursday,Spring,Clear,50,50,0,0.2
2011-02-10,2011,February,16,Thursday,Spring,Clear,80,76,4,0.2
2011-02-10,2011,February,17,Thursday,Spring,Clear,165,159,6,0.18
2011-02-10,2011,February,18,Thursday,Spring,Clear,160,157,3,0.16
2011-02-10,2011,February,19,Thursday,Spring,Clear,112,110,2,0.14
2011-02-10,2011,February,20,Thursday,Spring,Clear,97,93,4,0.14
2011-02-10,2011,February,21,Thursday,Spring,Clear,72,70,2,0.14
2011-02-10,2011,February,22,Thursday,Spring,Clear,51,47,4,0.12
2011-02-10,2011,February,23,Thursday,Spring,Clear,34,33,1,0.12
2011-02-11,2011,February,0,Friday,Spring,Clear,14,12,2,0.1
2011-02-11,2011,February,1,Friday,Spring,Clear,7,6,1,0.1
2011-02-11,2011,February,2,Friday,Spring,Clear,3,3,0,0.1
2011-02-11,2011,February,5,Friday,Spring,Clear,4,4,0,0.08
2011-02-11,2011,February,6,Friday,Spring,Clear,24,23,1,0.1
2011-02-11,2011,February,7,Friday,Spring,Clear,74,73,1,0.08
2011-02-11,2011,February,8,Friday,Spring,Clear,216,212,4,0.1
2011-02-11,2011,February,9,Friday,Spring,Clear,140,132,8,0.12
2011-02-11,2011,February,10,Friday,Spring,Clear,44,39,5,0.14
2011-02-11,2011,February,11,Friday,Spring,Clear,64,52,12,0.22
2011-02-11,2011,February,12,Friday,Spring,Clear,71,64,7,0.22
2011-02-11,2011,February,13,Friday,Spring,Clear,110,89,21,0.24
2011-02-11,2011,February,14,Friday,Spring,Clear,84,67,17,0.3
2011-02-11,2011,February,15,Friday,Spring,Clear,74,62,12,0.32
2011-02-11,2011,February,16,Friday,Spring,Clear,125,111,14,0.3
2011-02-11,2011,February,17,Friday,Spring,Clear,211,193,18,0.3
2011-02-11,2011,February,18,Friday,Spring,Clear,174,165,9,0.28
2011-02-11,2011,February,19,Friday,Spring,Clear,101,94,7,0.26
2011-02-11,2011,February,20,Friday,Spring,Clear,63,61,2,0.22
2011-02-11,2011,February,21,Friday,Spring,Clear,47,46,1,0.2
2011-02-11,2011,February,22,Friday,Spring,Clear,43,41,2,0.2
2011-02-11,2011,February,23,Friday,Spring,Clear,53,48,5,0.18
2011-02-12,2011,February,0,Saturday,Spring,Clear,30,27,3,0.16
2011-02-12,2011,February,1,Saturday,Spring,Clear,24,22,2,0.14
2011-02-12,2011,February,2,Saturday,Spring,Clear,15,13,2,0.14
2011-02-12,2011,February,3,Saturday,Spring,Clear,10,7,3,0.12
2011-02-12,2011,February,4,Saturday,Spring,Clear,4,4,0,0.12
2011-02-12,2011,February,5,Saturday,Spring,Clear,1,1,0,0.12
2011-02-12,2011,February,6,Saturday,Spring,Clear,2,1,1,0.12
2011-02-12,2011,February,7,Saturday,Spring,Clear,11,9,2,0.12
2011-02-12,2011,February,8,Saturday,Spring,Clear,30,28,2,0.14
2011-02-12,2011,February,9,Saturday,Spring,Clear,43,38,5,0.16
2011-02-12,2011,February,10,Saturday,Spring,Clear,84,71,13,0.22
2011-02-12,2011,February,11,Saturday,Spring,Clear,114,84,30,0.3
2011-02-12,2011,February,12,Saturday,Spring,Clear,120,93,27,0.3
2011-02-12,2011,February,13,Saturday,Spring,Clear,135,103,32,0.3
2011-02-12,2011,February,14,Saturday,Spring,Clear,120,90,30,0.34
2011-02-12,2011,February,15,Saturday,Spring,Clear,174,127,47,0.34
2011-02-12,2011,February,16,Saturday,Spring,Clear,145,103,42,0.34
2011-02-12,2011,February,17,Saturday,Spring,Clear,137,113,24,0.32
2011-02-12,2011,February,18,Saturday,Spring,Clear,64,60,4,0.28
2011-02-12,2011,February,19,Saturday,Spring,Clear,41,39,2,0.28
2011-02-12,2011,February,20,Saturday,Spring,Clear,40,39,1,0.26
2011-02-12,2011,February,21,Saturday,Spring,Clear,51,42,9,0.26
2011-02-12,2011,February,22,Saturday,Spring,Clear,45,39,6,0.24
2011-02-12,2011,February,23,Saturday,Spring,Clear,32,31,1,0.22
2011-02-13,2011,February,0,Sunday,Spring,Clear,39,34,5,0.2
2011-02-13,2011,February,1,Sunday,Spring,Clear,24,23,1,0.2
2011-02-13,2011,February,2,Sunday,Spring,Partly Cloudy,20,19,1,0.2
2011-02-13,2011,February,3,Sunday,Spring,Partly Cloudy,12,8,4,0.2
2011-02-13,2011,February,4,Sunday,Spring,Partly Cloudy,2,2,0,0.2
2011-02-13,2011,February,6,Sunday,Spring,Partly Cloudy,5,3,2,0.2
2011-02-13,2011,February,7,Sunday,Spring,Partly Cloudy,3,3,0,0.22
2011-02-13,2011,February,8,Sunday,Spring,Partly Cloudy,12,11,1,0.22
2011-02-13,2011,February,9,Sunday,Spring,Partly Cloudy,47,35,12,0.24
2011-02-13,2011,February,10,Sunday,Spring,Clear,105,86,19,0.3
2011-02-13,2011,February,11,Sunday,Spring,Clear,112,86,26,0.32
2011-02-13,2011,February,12,Sunday,Spring,Clear,152,94,58,0.36
2011-02-13,2011,February,13,Sunday,Spring,Clear,154,92,62,0.38
2011-02-13,2011,February,14,Sunday,Spring,Partly Cloudy,161,110,51,0.4
2011-02-13,2011,February,15,Sunday,Spring,Partly Cloudy,162,122,40,0.4
2011-02-13,2011,February,16,Sunday,Spring,Partly Cloudy,134,106,28,0.42
2011-02-13,2011,February,17,Sunday,Spring,Clear,125,95,30,0.42
2011-02-13,2011,February,18,Sunday,Spring,Clear,95,78,17,0.4
2011-02-13,2011,February,19,Sunday,Spring,Clear,61,50,11,0.4
2011-02-13,2011,February,20,Sunday,Spring,Clear,47,32,15,0.4
2011-02-13,2011,February,21,Sunday,Spring,Clear,51,45,6,0.4
2011-02-13,2011,February,22,Sunday,Spring,Clear,36,31,5,0.4
2011-02-13,2011,February,23,Sunday,Spring,Clear,30,27,3,0.4
2011-02-14,2011,February,0,Monday,Spring,Clear,11,8,3,0.38
2011-02-14,2011,February,1,Monday,Spring,Clear,7,6,1,0.38
2011-02-14,2011,February,2,Monday,Spring,Clear,2,2,0,0.36
2011-02-14,2011,February,3,Monday,Spring,Clear,2,1,1,0.34
2011-02-14,2011,February,4,Monday,Spring,Clear,2,2,0,0.32
2011-02-14,2011,February,5,Monday,Spring,Clear,3,3,0,0.32
2011-02-14,2011,February,6,Monday,Spring,Clear,26,25,1,0.34
2011-02-14,2011,February,7,Monday,Spring,Clear,98,96,2,0.34
2011-02-14,2011,February,8,Monday,Spring,Clear,256,249,7,0.38
2011-02-14,2011,February,9,Monday,Spring,Clear,130,122,8,0.4
2011-02-14,2011,February,10,Monday,Spring,Clear,55,46,9,0.44
2011-02-14,2011,February,11,Monday,Spring,Clear,53,43,10,0.52
2011-02-14,2011,February,12,Monday,Spring,Clear,126,99,27,0.56
2011-02-14,2011,February,13,Monday,Spring,Clear,120,93,27,0.58
2011-02-14,2011,February,14,Monday,Spring,Clear,90,76,14,0.6
2011-02-14,2011,February,15,Monday,Spring,Clear,90,71,19,0.56
2011-02-14,2011,February,16,Monday,Spring,Clear,118,102,16,0.52
2011-02-14,2011,February,17,Monday,Spring,Clear,243,218,25,0.46
2011-02-14,2011,February,18,Monday,Spring,Clear,205,194,11,0.4
2011-02-14,2011,February,19,Monday,Spring,Clear,98,86,12,0.38
2011-02-14,2011,February,20,Monday,Spring,Clear,70,65,5,0.36
2011-02-14,2011,February,21,Monday,Spring,Clear,43,35,8,0.36
2011-02-14,2011,February,22,Monday,Spring,Clear,45,44,1,0.34
2011-02-14,2011,February,23,Monday,Spring,Clear,20,19,1,0.32
2011-02-15,2011,February,0,Tuesday,Spring,Clear,19,12,7,0.3
2011-02-15,2011,February,1,Tuesday,Spring,Clear,5,5,0,0.3
2011-02-15,2011,February,2,Tuesday,Spring,Clear,3,2,1,0.28
2011-02-15,2011,February,4,Tuesday,Spring,Clear,1,1,0,0.22
2011-02-15,2011,February,5,Tuesday,Spring,Clear,4,4,0,0.22
2011-02-15,2011,February,6,Tuesday,Spring,Clear,30,30,0,0.2
2011-02-15,2011,February,7,Tuesday,Spring,Clear,105,103,2,0.2
2011-02-15,2011,February,8,Tuesday,Spring,Clear,223,213,10,0.2
2011-02-15,2011,February,9,Tuesday,Spring,Clear,110,108,2,0.22
2011-02-15,2011,February,10,Tuesday,Spring,Clear,52,47,5,0.24
2011-02-15,2011,February,11,Tuesday,Spring,Clear,57,46,11,0.26
2011-02-15,2011,February,12,Tuesday,Spring,Clear,71,65,6,0.28
2011-02-15,2011,February,13,Tuesday,Spring,Clear,82,68,14,0.32
2011-02-15,2011,February,14,Tuesday,Spring,Clear,79,69,10,0.34
2011-02-15,2011,February,15,Tuesday,Spring,Clear,85,74,11,0.34
2011-02-15,2011,February,16,Tuesday,Spring,Clear,98,77,21,0.34
2011-02-15,2011,February,17,Tuesday,Spring,Clear,206,191,15,0.32
2011-02-15,2011,February,18,Tuesday,Spring,Clear,212,198,14,0.3
2011-02-15,2011,February,19,Tuesday,Spring,Clear,145,142,3,0.28
2011-02-15,2011,February,20,Tuesday,Spring,Clear,101,98,3,0.26
2011-02-15,2011,February,21,Tuesday,Spring,Clear,66,61,5,0.24
2011-02-15,2011,February,22,Tuesday,Spring,Clear,41,41,0,0.24
2011-02-15,2011,February,23,Tuesday,Spring,Partly Cloudy,20,20,0,0.22
2011-02-16,2011,February,0,Wednesday,Spring,Clear,15,15,0,0.22
2011-02-16,2011,February,1,Wednesday,Spring,Clear,9,9,0,0.2
2011-02-16,2011,February,3,Wednesday,Spring,Partly Cloudy,1,1,0,0.2
2011-02-16,2011,February,4,Wednesday,Spring,Clear,1,1,0,0.2
2011-02-16,2011,February,5,Wednesday,Spring,Clear,5,5,0,0.2
2011-02-16,2011,February,6,Wednesday,Spring,Clear,33,32,1,0.2
2011-02-16,2011,February,7,Wednesday,Spring,Partly Cloudy,108,103,5,0.2
2011-02-16,2011,February,8,Wednesday,Spring,Partly Cloudy,230,224,6,0.22
2011-02-16,2011,February,9,Wednesday,Spring,Clear,124,122,2,0.24
2011-02-16,2011,February,10,Wednesday,Spring,Clear,69,55,14,0.26
2011-02-16,2011,February,11,Wednesday,Spring,Clear,66,59,7,0.34
2011-02-16,2011,February,12,Wednesday,Spring,Clear,86,72,14,0.38
2011-02-16,2011,February,13,Wednesday,Spring,Clear,93,80,13,0.42
2011-02-16,2011,February,14,Wednesday,Spring,Clear,82,65,17,0.46
2011-02-16,2011,February,15,Wednesday,Spring,Clear,117,82,35,0.46
2011-02-16,2011,February,16,Wednesday,Spring,Clear,122,96,26,0.46
2011-02-16,2011,February,17,Wednesday,Spring,Clear,255,244,11,0.46
2011-02-16,2011,February,18,Wednesday,Spring,Clear,222,202,20,0.4
2011-02-16,2011,February,19,Wednesday,Spring,Clear,161,143,18,0.34
2011-02-16,2011,February,20,Wednesday,Spring,Clear,118,108,10,0.38
2011-02-16,2011,February,21,Wednesday,Spring,Clear,92,87,5,0.36
2011-02-16,2011,February,22,Wednesday,Spring,Clear,73,61,12,0.34
2011-02-16,2011,February,23,Wednesday,Spring,Clear,33,31,2,0.38
2011-02-17,2011,February,0,Thursday,Spring,Clear,17,16,1,0.34
2011-02-17,2011,February,1,Thursday,Spring,Clear,6,6,0,0.34
2011-02-17,2011,February,2,Thursday,Spring,Partly Cloudy,6,4,2,0.34
2011-02-17,2011,February,3,Thursday,Spring,Clear,4,1,3,0.34
2011-02-17,2011,February,4,Thursday,Spring,Clear,4,1,3,0.32
2011-02-17,2011,February,5,Thursday,Spring,Clear,12,11,1,0.32
2011-02-17,2011,February,6,Thursday,Spring,Clear,47,44,3,0.3
2011-02-17,2011,February,7,Thursday,Spring,Clear,126,119,7,0.32
2011-02-17,2011,February,8,Thursday,Spring,Clear,285,267,18,0.32
2011-02-17,2011,February,9,Thursday,Spring,Clear,179,163,16,0.36
2011-02-17,2011,February,10,Thursday,Spring,Clear,88,70,18,0.38
2011-02-17,2011,February,11,Thursday,Spring,Partly Cloudy,90,71,19,0.44
2011-02-17,2011,February,12,Thursday,Spring,Clear,101,86,15,0.48
2011-02-17,2011,February,13,Thursday,Spring,Clear,123,108,15,0.54
2011-02-17,2011,February,14,Thursday,Spring,Clear,81,55,26,0.6
2011-02-17,2011,February,15,Thursday,Spring,Clear,106,91,15,0.6
2011-02-17,2011,February,16,Thursday,Spring,Partly Cloudy,146,117,29,0.56
2011-02-17,2011,February,17,Thursday,Spring,Partly Cloudy,274,256,18,0.58
2011-02-17,2011,February,18,Thursday,Spring,Partly Cloudy,222,211,11,0.54
2011-02-17,2011,February,19,Thursday,Spring,Clear,175,161,14,0.48
2011-02-17,2011,February,20,Thursday,Spring,Clear,139,131,8,0.48
2011-02-17,2011,February,21,Thursday,Spring,Clear,124,119,5,0.52
2011-02-17,2011,February,22,Thursday,Spring,Clear,76,68,8,0.5
2011-02-17,2011,February,23,Thursday,Spring,Clear,44,40,4,0.46
2011-02-18,2011,February,0,Friday,Spring,Clear,32,20,12,0.44
2011-02-18,2011,February,1,Friday,Spring,Clear,8,7,1,0.44
2011-02-18,2011,February,2,Friday,Spring,Clear,7,5,2,0.44
2011-02-18,2011,February,3,Friday,Spring,Clear,8,6,2,0.46
2011-02-18,2011,February,4,Friday,Spring,Clear,1,1,0,0.46
2011-02-18,2011,February,5,Friday,Spring,Partly Cloudy,7,6,1,0.46
2011-02-18,2011,February,6,Friday,Spring,Partly Cloudy,50,48,2,0.44
2011-02-18,2011,February,7,Friday,Spring,Partly Cloudy,116,108,8,0.42
2011-02-18,2011,February,8,Friday,Spring,Partly Cloudy,272,246,26,0.42
2011-02-18,2011,February,9,Friday,Spring,Partly Cloudy,169,154,15,0.42
2011-02-18,2011,February,10,Friday,Spring,Partly Cloudy,95,78,17,0.44
2011-02-18,2011,February,11,Friday,Spring,Clear,113,82,31,0.44
2011-02-18,2011,February,12,Friday,Spring,Clear,185,126,59,0.5
2011-02-18,2011,February,13,Friday,Spring,Clear,176,131,45,0.6
2011-02-18,2011,February,14,Friday,Spring,Clear,191,118,73,0.66
2011-02-18,2011,February,15,Friday,Spring,Clear,172,117,55,0.66
2011-02-18,2011,February,16,Friday,Spring,Clear,232,164,68,0.66
2011-02-18,2011,February,17,Friday,Spring,Clear,327,275,52,0.66
2011-02-18,2011,February,18,Friday,Spring,Clear,224,195,29,0.64
2011-02-18,2011,February,19,Friday,Spring,Clear,162,146,16,0.62
2011-02-18,2011,February,20,Friday,Spring,Clear,124,105,19,0.6
2011-02-18,2011,February,21,Friday,Spring,Clear,72,61,11,0.58
2011-02-18,2011,February,22,Friday,Spring,Clear,107,88,19,0.54
2011-02-18,2011,February,23,Friday,Spring,Clear,77,61,16,0.52
2011-02-19,2011,February,0,Saturday,Spring,Clear,29,23,6,0.48
2011-02-19,2011,February,1,Saturday,Spring,Clear,31,21,10,0.46
2011-02-19,2011,February,2,Saturday,Spring,Clear,17,14,3,0.44
2011-02-19,2011,February,3,Saturday,Spring,Clear,7,7,0,0.42
2011-02-19,2011,February,4,Saturday,Spring,Clear,3,3,0,0.4
2011-02-19,2011,February,5,Saturday,Spring,Clear,3,3,0,0.4
2011-02-19,2011,February,6,Saturday,Spring,Clear,6,3,3,0.4
2011-02-19,2011,February,7,Saturday,Spring,Clear,22,16,6,0.38
2011-02-19,2011,February,8,Saturday,Spring,Clear,45,36,9,0.38
2011-02-19,2011,February,9,Saturday,Spring,Clear,55,37,18,0.4
2011-02-19,2011,February,10,Saturday,Spring,Clear,106,72,34,0.42
2011-02-19,2011,February,11,Saturday,Spring,Clear,123,76,47,0.44
2011-02-19,2011,February,12,Saturday,Spring,Clear,119,81,38,0.44
2011-02-19,2011,February,13,Saturday,Spring,Clear,155,103,52,0.44
2011-02-19,2011,February,14,Saturday,Spring,Clear,196,94,102,0.46
2011-02-19,2011,February,15,Saturday,Spring,Clear,171,87,84,0.44
2011-02-19,2011,February,16,Saturday,Spring,Clear,120,81,39,0.44
2011-02-19,2011,February,17,Saturday,Spring,Clear,127,91,36,0.42
2011-02-19,2011,February,18,Saturday,Spring,Clear,88,67,21,0.36
2011-02-19,2011,February,19,Saturday,Spring,Clear,59,54,5,0.34
2011-02-19,2011,February,20,Saturday,Spring,Clear,47,38,9,0.32
2011-02-19,2011,February,21,Saturday,Spring,Clear,33,29,4,0.32
2011-02-19,2011,February,22,Saturday,Spring,Clear,44,42,2,0.3
2011-02-19,2011,February,23,Saturday,Spring,Clear,29,25,4,0.28
2011-02-20,2011,February,0,Sunday,Spring,Clear,17,14,3,0.26
2011-02-20,2011,February,1,Sunday,Spring,Clear,16,11,5,0.24
2011-02-20,2011,February,2,Sunday,Spring,Clear,17,17,0,0.24
2011-02-20,2011,February,3,Sunday,Spring,Clear,18,9,9,0.22
2011-02-20,2011,February,4,Sunday,Spring,Clear,1,1,0,0.22
2011-02-20,2011,February,6,Sunday,Spring,Clear,2,1,1,0.2
2011-02-20,2011,February,7,Sunday,Spring,Clear,2,2,0,0.18
2011-02-20,2011,February,8,Sunday,Spring,Clear,24,22,2,0.2
2011-02-20,2011,February,9,Sunday,Spring,Clear,55,48,7,0.22
2011-02-20,2011,February,10,Sunday,Spring,Partly Cloudy,104,70,34,0.26
2011-02-20,2011,February,11,Sunday,Spring,Partly Cloudy,161,89,72,0.3
2011-02-20,2011,February,12,Sunday,Spring,Clear,182,120,62,0.3
2011-02-20,2011,February,13,Sunday,Spring,Clear,198,122,76,0.34
2011-02-20,2011,February,14,Sunday,Spring,Clear,212,104,108,0.36
2011-02-20,2011,February,15,Sunday,Spring,Clear,168,102,66,0.36
2011-02-20,2011,February,16,Sunday,Spring,Clear,147,88,59,0.36
2011-02-20,2011,February,17,Sunday,Spring,Clear,146,86,60,0.34
2011-02-20,2011,February,18,Sunday,Spring,Partly Cloudy,101,71,30,0.34
2011-02-20,2011,February,19,Sunday,Spring,Partly Cloudy,42,39,3,0.34
2011-02-20,2011,February,20,Sunday,Spring,Partly Cloudy,42,30,12,0.34
2011-02-20,2011,February,21,Sunday,Spring,Partly Cloudy,56,39,17,0.32
2011-02-20,2011,February,22,Sunday,Spring,Partly Cloudy,47,43,4,0.32
2011-02-20,2011,February,23,Sunday,Spring,Partly Cloudy,54,45,9,0.3
2011-02-21,2011,February,0,Monday,Spring,Partly Cloudy,37,30,7,0.34
2011-02-21,2011,February,1,Monday,Spring,Partly Cloudy,13,11,2,0.34
2011-02-21,2011,February,2,Monday,Spring,Partly Cloudy,4,3,1,0.34
2011-02-21,2011,February,3,Monday,Spring,Partly Cloudy,5,3,2,0.34
2011-02-21,2011,February,4,Monday,Spring,Clear,1,0,1,0.32
2011-02-21,2011,February,5,Monday,Spring,Partly Cloudy,3,2,1,0.34
2011-02-21,2011,February,6,Monday,Spring,Partly Cloudy,8,6,2,0.42
2011-02-21,2011,February,7,Monday,Spring,Partly Cloudy,19,16,3,0.42
2011-02-21,2011,February,8,Monday,Spring,Partly Cloudy,63,56,7,0.32
2011-02-21,2011,February,9,Monday,Spring,Partly Cloudy,57,46,11,0.32
2011-02-21,2011,February,10,Monday,Spring,Partly Cloudy,81,52,29,0.32
2011-02-21,2011,February,11,Monday,Spring,Partly Cloudy,90,70,20,0.32
2011-02-21,2011,February,12,Monday,Spring,Partly Cloudy,93,67,26,0.32
2011-02-21,2011,February,13,Monday,Spring,Light Snow/Rain,103,75,28,0.3
2011-02-21,2011,February,14,Monday,Spring,Partly Cloudy,116,101,15,0.32
2011-02-21,2011,February,15,Monday,Spring,Partly Cloudy,87,76,11,0.3
2011-02-21,2011,February,16,Monday,Spring,Light Snow/Rain,56,48,8,0.28
2011-02-21,2011,February,17,Monday,Spring,Partly Cloudy,80,62,18,0.28
2011-02-21,2011,February,18,Monday,Spring,Partly Cloudy,66,64,2,0.24
2011-02-21,2011,February,19,Monday,Spring,Partly Cloudy,49,49,0,0.24
2011-02-21,2011,February,20,Monday,Spring,Light Snow/Rain,29,29,0,0.24
2011-02-21,2011,February,21,Monday,Spring,Light Snow/Rain,34,33,1,0.22
2011-02-21,2011,February,22,Monday,Spring,Light Snow/Rain,11,11,0,0.2
2011-02-21,2011,February,23,Monday,Spring,Light Snow/Rain,2,2,0,0.2
2011-02-22,2011,February,6,Tuesday,Spring,Partly Cloudy,7,7,0,0.12
2011-02-22,2011,February,7,Tuesday,Spring,Partly Cloudy,40,40,0,0.12
2011-02-22,2011,February,8,Tuesday,Spring,Partly Cloudy,114,107,7,0.12
2011-02-22,2011,February,9,Tuesday,Spring,Partly Cloudy,106,101,5,0.14
2011-02-22,2011,February,10,Tuesday,Spring,Clear,44,44,0,0.16
2011-02-22,2011,February,11,Tuesday,Spring,Clear,50,43,7,0.16
2011-02-22,2011,February,12,Tuesday,Spring,Clear,55,48,7,0.2
2011-02-22,2011,February,13,Tuesday,Spring,Clear,55,52,3,0.22
2011-02-22,2011,February,14,Tuesday,Spring,Clear,58,49,9,0.22
2011-02-22,2011,February,15,Tuesday,Spring,Clear,69,67,2,0.24
2011-02-22,2011,February,16,Tuesday,Spring,Clear,86,79,7,0.22
2011-02-22,2011,February,17,Tuesday,Spring,Clear,196,188,8,0.22
2011-02-22,2011,February,18,Tuesday,Spring,Clear,167,161,6,0.22
2011-02-22,2011,February,19,Tuesday,Spring,Clear,118,114,4,0.2
2011-02-22,2011,February,20,Tuesday,Spring,Clear,105,102,3,0.2
2011-02-22,2011,February,21,Tuesday,Spring,Clear,82,80,2,0.2
2011-02-22,2011,February,22,Tuesday,Spring,Clear,77,76,1,0.16
2011-02-22,2011,February,23,Tuesday,Spring,Clear,21,18,3,0.16
2011-02-23,2011,February,0,Wednesday,Spring,Clear,6,6,0,0.14
2011-02-23,2011,February,1,Wednesday,Spring,Clear,4,4,0,0.14
2011-02-23,2011,February,2,Wednesday,Spring,Clear,1,1,0,0.12
2011-02-23,2011,February,3,Wednesday,Spring,Clear,2,2,0,0.12
2011-02-23,2011,February,5,Wednesday,Spring,Clear,8,8,0,0.12
2011-02-23,2011,February,6,Wednesday,Spring,Clear,36,36,0,0.12
2011-02-23,2011,February,7,Wednesday,Spring,Clear,96,94,2,0.12
2011-02-23,2011,February,8,Wednesday,Spring,Clear,235,227,8,0.14
2011-02-23,2011,February,9,Wednesday,Spring,Clear,139,130,9,0.18
2011-02-23,2011,February,10,Wednesday,Spring,Clear,51,47,4,0.2
2011-02-23,2011,February,11,Wednesday,Spring,Clear,69,53,16,0.24
2011-02-23,2011,February,12,Wednesday,Spring,Clear,67,56,11,0.26
2011-02-23,2011,February,13,Wednesday,Spring,Clear,87,78,9,0.3
2011-02-23,2011,February,14,Wednesday,Spring,Clear,78,61,17,0.32
2011-02-23,2011,February,15,Wednesday,Spring,Clear,72,54,18,0.34
2011-02-23,2011,February,16,Wednesday,Spring,Clear,94,79,15,0.34
2011-02-23,2011,February,17,Wednesday,Spring,Clear,222,207,15,0.34
2011-02-23,2011,February,18,Wednesday,Spring,Clear,209,206,3,0.32
2011-02-23,2011,February,19,Wednesday,Spring,Clear,141,135,6,0.3
2011-02-23,2011,February,20,Wednesday,Spring,Clear,109,107,2,0.24
2011-02-23,2011,February,21,Wednesday,Spring,Clear,91,89,2,0.24
2011-02-23,2011,February,22,Wednesday,Spring,Clear,61,60,1,0.24
2011-02-23,2011,February,23,Wednesday,Spring,Clear,39,38,1,0.22
2011-02-24,2011,February,0,Thursday,Spring,Clear,11,11,0,0.22
